npi,primary_specialty,taxonomy_code,license_state,license_issuance_year
1907869170,Ophthalmology,207W00000X,HI,2008
1305247151,Family Medicine,207Q00000X,MD,2009
1269297770,Anesthesiology,207L00000X,MI,2009
1881193308,Emergency Medicine,207P00000X,WI,2006
1678681366,Radiology,2085B0100X,KY,1999
1517225326,Urology,208800000X,OR,2007
1025698964,Surgery,208600000X,IA,1988
1968319453,Family Medicine,207Q00000X,NY,2006
1692278918,Orthopaedic Surgery,207X00000X,WI,1997
1259263675,Pediatrics,208000000X,KS,2011
1754535262,Emergency Medicine,207P00000X,CA,2013
1043896491,Family Medicine,207Q00000X,TN,2013
1064909611,Family Medicine,207Q00000X,WY,2010
1525117309,Obstetrics & Gynecology,207V00000X,MA,1987
1393772797,Dermatology,207N00000X,IL,2009
1143631616,Otolaryngology,207Y00000X,IN,2004
1124273024,Anesthesiology,207L00000X,CA,1997
1909044046,Pediatrics,208000000X,PA,2011
1577115268,Family Medicine,207Q00000X,KS,2012
1778344915,Internal Medicine,207R00000X,AZ,2006
1663246209,Internal Medicine,207R00000X,MT,2010
1331474449,Family Medicine,207Q00000X,PA,2013
1721495624,Emergency Medicine,207P00000X,SC,2002
1684368198,Orthopaedic Surgery,207X00000X,CA,2007
1615330176,Pathology,207ZB0001X,NJ,1998
1079610527,Internal Medicine,207R00000X,MA,2015
1411106671,Family Medicine,207Q00000X,CA,2005
1871976183,Orthopaedic Surgery,207X00000X,VA,2010
1900585641,Family Medicine,207Q00000X,NC,1998
1254587896,Family Medicine,207Q00000X,GA,1993
1687009450,Internal Medicine,207R00000X,TX,1998
1453724845,Internal Medicine,207R00000X,NY,2005
1821699141,Obstetrics & Gynecology,207V00000X,CA,2005
1492486232,Psychiatry & Neurology,2084A0401X,GA,2001
1416549511,Psychiatry & Neurology,2084A0401X,MN,1992
1714777244,Emergency Medicine,207P00000X,SC,1997
1690375021,Internal Medicine,207R00000X,TX,2007
1348861513,Obstetrics & Gynecology,207V00000X,WV,2005
1253962876,Internal Medicine,207R00000X,TX,2012
1520491055,Internal Medicine,207R00000X,WA,2018
1114670809,Surgery,208600000X,IL,2014
1343662007,Family Medicine,207Q00000X,OH,2008
1506015373,Neurological Surgery,207T00000X,CA,2016
1246926103,Internal Medicine,207R00000X,CA,2003
1497466684,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,TX,2015
1389727334,Pediatrics,208000000X,FL,2009
1612417224,Obstetrics & Gynecology,207V00000X,WA,2011
1081476248,Urology,208800000X,MN,2014
1764579706,Pediatrics,208000000X,WI,2011
1845032758,Emergency Medicine,207P00000X,PA,2012
1528342037,Internal Medicine,207R00000X,NY,2009
1541321455,Family Medicine,207Q00000X,NY,2008
1073605440,Internal Medicine,207R00000X,CA,2011
1321284527,Emergency Medicine,207P00000X,NJ,2019
1668078185,Orthopaedic Surgery,207X00000X,GA,2011
1490828856,Family Medicine,207Q00000X,PA,2017
1871072926,Pathology,207ZB0001X,NC,2012
1012417964,Surgery,208600000X,NY,2002
1444583185,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,CT,1994
1495655445,Family Medicine,207Q00000X,OH,2016
1420216974,Family Medicine,207Q00000X,NY,2001
1996946392,Anesthesiology,207L00000X,IN,1999
1850129226,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,VA,2001
1318948118,Anesthesiology,207L00000X,OH,2012
1946320326,Otolaryngology,207Y00000X,OK,1993
1622246894,Pediatrics,208000000X,TX,1996
1462484878,Surgery,208600000X,NV,1993
1648547036,Internal Medicine,207R00000X,AZ,1999
1655333809,Internal Medicine,207R00000X,IN,2002
1611995543,Otolaryngology,207Y00000X,TX,2014
1639671514,Internal Medicine,207R00000X,MS,2013
1830026856,Obstetrics & Gynecology,207V00000X,MI,2002
1717924348,Ophthalmology,207W00000X,GA,2012
1751977111,Family Medicine,207Q00000X,MN,2016
1209458409,Psychiatry & Neurology,2084A0401X,IL,1991
1226387979,Surgery,208600000X,IL,2010
1168846701,Psychiatry & Neurology,2084A0401X,PA,2005
1529726816,Pediatrics,208000000X,PA,2004
1931279339,Pediatrics,208000000X,MS,2006
1725494011,Dermatology,207N00000X,MI,2011
1935683627,Pediatrics,208000000X,NH,2008
1309268740,Pediatrics,208000000X,MN,2014
1606263469,Surgery,208600000X,FL,2011
1162386217,Internal Medicine,207R00000X,MA,2005
1530172950,Family Medicine,207Q00000X,NC,1990
1507123507,Internal Medicine,207R00000X,CA,2011
1069324816,Pathology,207ZB0001X,NJ,2020
1417033663,Pediatrics,208000000X,CA,2010
1834563383,Pediatrics,208000000X,IN,2009
1356433882,Family Medicine,207Q00000X,MA,2011
1961881996,Dermatology,207N00000X,NJ,2009
1570600613,Pathology,207ZB0001X,CO,2010
1730276437,Family Medicine,207Q00000X,NV,2007
1571917628,Anesthesiology,207L00000X,FL,1999
1982712725,Surgery,208600000X,CA,1998
1217893811,Obstetrics & Gynecology,207V00000X,SC,1990
1728621925,Psychiatry & Neurology,2084A0401X,NY,2008
1559723998,Internal Medicine,207R00000X,NY,1988
1027668445,Family Medicine,207Q00000X,NC,2004
1110106204,Family Medicine,207Q00000X,FL,2013
1306905500,Family Medicine,207Q00000X,CA,2009
1115680161,Pediatrics,208000000X,OH,2013
1824178648,Family Medicine,207Q00000X,IL,2008
1604066906,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,ME,2011
1238177087,Internal Medicine,207R00000X,NC,2012
1304257383,Family Medicine,207Q00000X,NE,2001
1384287235,Psychiatry & Neurology,2084A0401X,PA,2011
1506877384,Orthopaedic Surgery,207X00000X,TN,2017
1975370341,Surgery,208600000X,ME,2017
1989368174,Internal Medicine,207R00000X,VA,2001
1165004924,Family Medicine,207Q00000X,GA,1991
1220735421,Internal Medicine,207R00000X,OH,2001
1662378417,Obstetrics & Gynecology,207V00000X,IN,2008
1665323824,Ophthalmology,207W00000X,NY,2008
1799517457,Radiology,2085B0100X,UT,2017
1356120224,Dermatology,207N00000X,NJ,2007
1475792341,Family Medicine,207Q00000X,PA,2002
1431431331,Internal Medicine,207R00000X,CA,2000
1204577781,Emergency Medicine,207P00000X,CA,2012
1398805170,Internal Medicine,207R00000X,MI,1996
1633275254,Internal Medicine,207R00000X,PA,2003
1824981868,Family Medicine,207Q00000X,KY,2012
1834409801,Anesthesiology,207L00000X,NY,2019
1412574216,Physical Medicine & Rehabilitation,208100000X,MA,1997
1482723701,Internal Medicine,207R00000X,OR,2017
1071075497,Anesthesiology,207L00000X,KY,2009
1462870258,Pediatrics,208000000X,NJ,1993
1980614576,Family Medicine,207Q00000X,NY,2014
1853274318,Anesthesiology,207L00000X,CT,1996
1863441006,Internal Medicine,207R00000X,WI,2011
1870923574,Pediatrics,208000000X,MS,2015
1314221270,Obstetrics & Gynecology,207V00000X,NY,1998
1600059178,Anesthesiology,207L00000X,MD,2011
1972887933,Family Medicine,207Q00000X,MA,2006
1176827776,Family Medicine,207Q00000X,IN,2014
1215434493,Pathology,207ZB0001X,UT,1999
1432470056,Internal Medicine,207R00000X,FL,2015
1889965509,Internal Medicine,207R00000X,MO,2018
1191342702,Surgery,208600000X,CA,2011
1053373928,Internal Medicine,207R00000X,VA,2007
1563729692,Surgery,208600000X,CO,2007
1405863196,Emergency Medicine,207P00000X,KY,2011
1509745562,Internal Medicine,207R00000X,WI,2011
1537298634,Obstetrics & Gynecology,207V00000X,OH,1990
1611781943,Internal Medicine,207R00000X,NY,2012
1002506743,Orthopaedic Surgery,207X00000X,WI,2013
1920877580,Surgery,208600000X,CO,2012
1164758918,Emergency Medicine,207P00000X,NY,2001
1288344363,Pediatrics,208000000X,CA,2006
1192438814,Internal Medicine,207R00000X,WA,1998
1193922832,Pediatrics,208000000X,TX,1997
1992097943,Physical Medicine & Rehabilitation,208100000X,FL,1998
1720511470,Radiology,2085B0100X,FL,2012
1275907883,Pediatrics,208000000X,TX,2011
1914291533,Pediatrics,208000000X,MS,2005
1217826175,Pediatrics,208000000X,CO,2012
1787705510,Family Medicine,207Q00000X,CA,2013
1701276655,Family Medicine,207Q00000X,KS,1991
1370345922,Orthopaedic Surgery,207X00000X,FL,2001
1767619533,Family Medicine,207Q00000X,CA,2007
1283381360,Internal Medicine,207R00000X,ME,2009
1123764692,Emergency Medicine,207P00000X,FL,2009
1271928065,Anesthesiology,207L00000X,MI,2004
1652260153,Anesthesiology,207L00000X,WA,2015
1977671043,Pediatrics,208000000X,VA,2010
1674494483,Pathology,207ZB0001X,MO,2007
1253680510,Orthopaedic Surgery,207X00000X,VA,2008
1137262592,Internal Medicine,207R00000X,GA,1998
1922537448,Family Medicine,207Q00000X,WA,2009
1040180188,Obstetrics & Gynecology,207V00000X,PA,1994
1271764783,Psychiatry & Neurology,2084A0401X,TX,2010
1522943756,Internal Medicine,207R00000X,MO,2002
1477728137,Internal Medicine,207R00000X,CA,2008
1861433906,Otolaryngology,207Y00000X,GA,2012
1601049764,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,SC,2012
1278749829,Pediatrics,208000000X,NE,1995
1245078716,Psychiatry & Neurology,2084A0401X,FL,2017
1490158742,Urology,208800000X,CA,2003
1242208563,Anesthesiology,207L00000X,AR,2008
1025556287,Psychiatry & Neurology,2084A0401X,IL,2012
1283551186,Physical Medicine & Rehabilitation,208100000X,TX,2016
1505033633,Obstetrics & Gynecology,207V00000X,IL,2013
1244475681,Internal Medicine,207R00000X,NY,2013
1392566950,Pediatrics,208000000X,TX,1996
1056081528,Pediatrics,208000000X,NC,2016
1760853089,Family Medicine,207Q00000X,TX,2008
1151801234,Internal Medicine,207R00000X,PA,2014
1307602551,Psychiatry & Neurology,2084A0401X,WV,1995
1383567587,Family Medicine,207Q00000X,IL,2012
1460003951,Anesthesiology,207L00000X,MI,1994
1957793494,Family Medicine,207Q00000X,TX,2013
1521723902,Internal Medicine,207R00000X,OH,1997
1009280946,Ophthalmology,207W00000X,OR,2013
1453168993,Emergency Medicine,207P00000X,PA,1997
1699589440,Radiology,2085B0100X,WI,2011
1065861662,Internal Medicine,207R00000X,CA,2008
1911385478,Family Medicine,207Q00000X,TN,2013
1126656796,Internal Medicine,207R00000X,OH,1997
1765459338,Orthopaedic Surgery,207X00000X,KY,2014
1245421650,Internal Medicine,207R00000X,TX,1992
1405069281,Internal Medicine,207R00000X,FL,2012
1328045871,Emergency Medicine,207P00000X,FL,2005
1864345669,Orthopaedic Surgery,207X00000X,NV,1991
1419016062,Dermatology,207N00000X,PA,2010
1918662432,Psychiatry & Neurology,2084A0401X,OR,2010
1038219444,Internal Medicine,207R00000X,WA,2003
1391761891,Family Medicine,207Q00000X,MD,2015
1754735292,Internal Medicine,207R00000X,CO,2004
1746131444,Pathology,207ZB0001X,WA,2009
1399271117,Obstetrics & Gynecology,207V00000X,CA,1993
1305756680,Family Medicine,207Q00000X,TX,2013
1070372101,Psychiatry & Neurology,2084A0401X,CA,2017
1439621172,Surgery,208600000X,MI,2004
1182277727,Surgery,208600000X,CA,1994
1099426813,Obstetrics & Gynecology,207V00000X,SC,2001
1556370199,Ophthalmology,207W00000X,GA,2013
1989556984,Internal Medicine,207R00000X,CA,2007
1934774237,Emergency Medicine,207P00000X,TX,2002
1931275915,Psychiatry & Neurology,2084A0401X,GA,2002
1137133041,Surgery,208600000X,ND,2013
1002327199,Emergency Medicine,207P00000X,NJ,1999
1433015439,Internal Medicine,207R00000X,DE,2006
1604268734,Obstetrics & Gynecology,207V00000X,NC,1994
1711608798,Pediatrics,208000000X,TX,2004
1618093581,Family Medicine,207Q00000X,ID,2000
1392564864,Pediatrics,208000000X,NY,2011
1254684073,Pediatrics,208000000X,FL,2000
1254753548,Surgery,208600000X,SC,2002
1844998132,Internal Medicine,207R00000X,MI,2007
1492195098,Anesthesiology,207L00000X,NC,2001
1835942214,Family Medicine,207Q00000X,TX,1999
1923447407,Family Medicine,207Q00000X,NM,2011
1974093712,Internal Medicine,207R00000X,IL,2005
1976159859,Thoracic Surgery (Cardiothoracic Vascular Surgery),208G00000X,OR,1996
1771275108,Ophthalmology,207W00000X,MI,2006
1941794905,Family Medicine,207Q00000X,MN,2010
1129238287,Family Medicine,207Q00000X,PA,2000
1384091033,Emergency Medicine,207P00000X,CA,2007
1705723652,Family Medicine,207Q00000X,NJ,1994
1339563912,Internal Medicine,207R00000X,OH,2003
1928163447,Anesthesiology,207L00000X,NC,2012
1327427021,Psychiatry & Neurology,2084A0401X,MI,2006
1859671780,Anesthesiology,207L00000X,VA,2000
1881800217,Family Medicine,207Q00000X,WA,1989
1119410961,Family Medicine,207Q00000X,HI,2002
1383888702,Internal Medicine,207R00000X,OK,2007
1509459362,Orthopaedic Surgery,207X00000X,RI,2010
1495301115,Emergency Medicine,207P00000X,GA,2000
1535989648,Family Medicine,207Q00000X,TN,1993
1941740130,Obstetrics & Gynecology,207V00000X,WI,2004
1628780946,Obstetrics & Gynecology,207V00000X,CA,2017
1864095645,Pediatrics,208000000X,NC,2011
1489589998,Urology,208800000X,NC,2018
1124868732,Pediatrics,208000000X,FL,2007
1347325247,Pediatrics,208000000X,OK,2001
1724230622,Internal Medicine,207R00000X,PA,2009
1607676321,Radiology,2085B0100X,FL,2007
1482809534,Anesthesiology,207L00000X,PA,1990
1951626377,Emergency Medicine,207P00000X,TX,2008
1022980084,Internal Medicine,207R00000X,AR,2013
1830713255,Family Medicine,207Q00000X,AL,2011
1232469936,Anesthesiology,207L00000X,OH,1999
1814854158,Pediatrics,208000000X,CA,2000
1280014089,Radiology,2085B0100X,MD,2012
1392846212,Internal Medicine,207R00000X,OK,2003
1223837455,Family Medicine,207Q00000X,LA,2005
1376107045,Ophthalmology,207W00000X,CA,2013
1008661112,Emergency Medicine,207P00000X,PA,2012
1211436526,Pathology,207ZB0001X,IL,1995
1924509593,Obstetrics & Gynecology,207V00000X,IN,2017
1846104002,Psychiatry & Neurology,2084A0401X,CA,1992
1647510282,Psychiatry & Neurology,2084A0401X,TX,2008
1326886458,Pediatrics,208000000X,FL,2016
1582639294,Anesthesiology,207L00000X,TX,2014
1689985699,Pediatrics,208000000X,WI,2003
1990630737,Preventive Medicine,2083A0100X,VA,1990
1718686565,Pediatrics,208000000X,AZ,1993
1812832024,Pediatrics,208000000X,FL,2017
1388862116,Psychiatry & Neurology,2084A0401X,MA,1996
1093010910,Ophthalmology,207W00000X,AZ,2004
1919387021,Internal Medicine,207R00000X,WY,2014
1572548687,Plastic Surgery,208200000X,NV,2003
1276351859,Anesthesiology,207L00000X,MI,2012
1519858033,Psychiatry & Neurology,2084A0401X,OR,1999
1455733000,Ophthalmology,207W00000X,PA,2006
1868253638,Emergency Medicine,207P00000X,VA,2011
1278875129,Orthopaedic Surgery,207X00000X,CO,2007
1348537675,Pediatrics,208000000X,NY,2000
1585764735,Urology,208800000X,PA,2003
1438381240,Radiology,2085B0100X,GA,2007
1256002332,Ophthalmology,207W00000X,MO,2013
1648981417,Colon & Rectal Surgery,208C00000X,NJ,2002
1413299748,Emergency Medicine,207P00000X,MN,2010
1379946316,Family Medicine,207Q00000X,MO,1990
1162498020,Internal Medicine,207R00000X,NY,2004
1363898945,Pediatrics,208000000X,NJ,2012
1396684551,Emergency Medicine,207P00000X,NH,1999
1970570242,Radiology,2085B0100X,PA,1988
1316552581,Pediatrics,208000000X,NY,2006
1864598952,Radiology,2085B0100X,WA,2017
1375503202,Obstetrics & Gynecology,207V00000X,CA,1994
1162252518,Pediatrics,208000000X,CA,2009
1541695650,Internal Medicine,207R00000X,TN,2000
1744472816,Family Medicine,207Q00000X,KS,2007
1027422744,Internal Medicine,207R00000X,FL,2007
1577754256,Family Medicine,207Q00000X,CA,2006
1548253560,Obstetrics & Gynecology,207V00000X,MI,2010
1695728349,Family Medicine,207Q00000X,NE,2004
1013778984,Family Medicine,207Q00000X,TX,2009
1495919114,Family Medicine,207Q00000X,ID,2004
1696251929,Radiology,2085B0100X,TX,2010
1296054384,Family Medicine,207Q00000X,NC,2008
1023569373,Emergency Medicine,207P00000X,NY,2007
1738550833,Obstetrics & Gynecology,207V00000X,MA,2010
1762262420,Ophthalmology,207W00000X,TX,2004
1938710195,Psychiatry & Neurology,2084A0401X,PA,1995
1030360931,Emergency Medicine,207P00000X,OH,2006
1312850021,Urology,208800000X,CA,2003
1584472868,Family Medicine,207Q00000X,TX,1999
1250098609,Obstetrics & Gynecology,207V00000X,CA,2001
1102487950,Orthopaedic Surgery,207X00000X,CA,2004
1310164987,Radiology,2085B0100X,PA,2009
1138648716,Family Medicine,207Q00000X,IA,2007
1181452826,Internal Medicine,207R00000X,CA,2009
1912012717,Psychiatry & Neurology,2084A0401X,NY,2006
1120435411,Pediatrics,208000000X,PA,2014
1410264042,Psychiatry & Neurology,2084A0401X,NY,1997
1378644409,Family Medicine,207Q00000X,CA,2015
1160385898,Psychiatry & Neurology,2084A0401X,CA,1994
1262635778,Pediatrics,208000000X,SC,2008
1404211504,Plastic Surgery,208200000X,OK,2005
1776675104,Family Medicine,207Q00000X,IL,2001
1335706135,Internal Medicine,207R00000X,MN,2015
1223733480,Pediatrics,208000000X,FL,2018
1172446175,Internal Medicine,207R00000X,AL,2015
1083765689,Internal Medicine,207R00000X,HI,2001
1544853132,Ophthalmology,207W00000X,AR,2009
1479727004,Psychiatry & Neurology,2084A0401X,CA,2009
1037170598,Pediatrics,208000000X,PA,2013
1687037691,Pediatrics,208000000X,MA,1991
1328468982,Ophthalmology,207W00000X,LA,2018
1056467453,Internal Medicine,207R00000X,FL,1998
1986780553,Orthopaedic Surgery,207X00000X,OH,2012
1692850252,Ophthalmology,207W00000X,WI,1990
1011665381,Orthopaedic Surgery,207X00000X,CA,2006
1887064651,Obstetrics & Gynecology,207V00000X,IN,2006
1467930420,Pathology,207ZB0001X,CA,2008
1769813886,Family Medicine,207Q00000X,WA,2004
1989677764,Neurological Surgery,207T00000X,PA,2000
1478744315,Pediatrics,208000000X,CA,2004
1249463997,Internal Medicine,207R00000X,CA,2011
1353657111,Obstetrics & Gynecology,207V00000X,NM,2010
1684518107,Internal Medicine,207R00000X,CA,1999
1362074233,Pediatrics,208000000X,VA,1999
1742334117,Pediatrics,208000000X,TX,2013
1251548529,Obstetrics & Gynecology,207V00000X,MN,2017
1115065397,Pediatrics,208000000X,GA,2008
1783763968,Radiology,2085B0100X,NJ,2001
1030133338,Psychiatry & Neurology,2084A0401X,NC,2014
1338191657,Psychiatry & Neurology,2084A0401X,IN,1993
1843482112,Surgery,208600000X,TX,2009
1985337298,Emergency Medicine,207P00000X,UT,2012
1070147461,Obstetrics & Gynecology,207V00000X,NY,2013
1908758661,Pediatrics,208000000X,KY,1997
1186249235,Urology,208800000X,MA,1999
1348230099,Psychiatry & Neurology,2084A0401X,AZ,1995
1118334196,Pediatrics,208000000X,KY,2014
1237165083,Plastic Surgery,208200000X,LA,2003
1239989829,Internal Medicine,207R00000X,OH,2010
1079590570,Obstetrics & Gynecology,207V00000X,MO,1992
1270191640,Internal Medicine,207R00000X,TX,1997
1646079214,Pediatrics,208000000X,IL,1992
1813980962,Obstetrics & Gynecology,207V00000X,OH,2004
1667557189,Pathology,207ZB0001X,NJ,2005
1861259210,Anesthesiology,207L00000X,TX,2013
1896351180,Internal Medicine,207R00000X,CA,1994
1880481654,Pediatrics,208000000X,TX,2015
1593320546,Family Medicine,207Q00000X,NY,2009
1383614967,Urology,208800000X,WA,2001
1111680033,Anesthesiology,207L00000X,WY,2017
1878212707,Internal Medicine,207R00000X,CA,2005
1939402701,Internal Medicine,207R00000X,CT,2014
1722478405,Internal Medicine,207R00000X,FL,2013
1666556943,Radiology,2085B0100X,AZ,2011
1588410617,Pediatrics,208000000X,GA,1992
1868306873,Family Medicine,207Q00000X,IN,1990
1249313846,Surgery,208600000X,NC,2015
1219477753,Orthopaedic Surgery,207X00000X,SD,2009
1157513163,Family Medicine,207Q00000X,TX,2008
1408701831,Internal Medicine,207R00000X,LA,2008
1565004516,Dermatology,207N00000X,CO,2000
1773899046,Internal Medicine,207R00000X,TX,2001
1956673747,Internal Medicine,207R00000X,NJ,2015
1729893689,Emergency Medicine,207P00000X,MD,2005
1195318104,Emergency Medicine,207P00000X,WI,2001
1526179050,Family Medicine,207Q00000X,CA,2002
1984436935,Psychiatry & Neurology,2084A0401X,PA,2010
1891247870,Internal Medicine,207R00000X,CA,2000
1788165102,Psychiatry & Neurology,2084A0401X,WV,1991
